fiscal_year,commodity,state,cumulative_qty_mt,cumulative_val_inr_crores,source_file
2022,Iron Ore,Karnataka,24977063.0,9175.0,04042022180822MSMP Mar 2020 _final release.pdf
2022,Iron Ore,Madhya Pradesh,689247.0,535.0,04042022180822MSMP Mar 2020 _final release.pdf
2022,Iron Ore,Maharashtra,180171.0,283.0,04042022180822MSMP Mar 2020 _final release.pdf
2022,Iron Ore,Odisha,121557457.0,38238.0,04042022180822MSMP Mar 2020 _final release.pdf
2022,Iron Ore,Rajasthan,50739.0,155.0,04042022180822MSMP Mar 2020 _final release.pdf
2022,Iron Ore,Andhra Pradesh,292.0,133029.0,04042022180822MSMP Mar 2020 _final release.pdf
2022,Iron Ore,Chhattisgarh,23236.0,62929170.0,04042022180822MSMP Mar 2020 _final release.pdf
2022,Iron Ore,Jharkhand,18846139.0,17161.0,04042022180822MSMP Mar 2020 _final release.pdf
2022,Iron Ore,Karnataka,41569302.0,20648.0,04042022180822MSMP Mar 2020 _final release.pdf
2022,Iron Ore,Madhya Pradesh,1040728.0,2267.0,04042022180822MSMP Mar 2020 _final release.pdf
2022,Iron Ore,Maharashtra,1100506.0,377.0,04042022180822MSMP Mar 2020 _final release.pdf
2022,Iron Ore,Odisha,156145292.0,74374.0,04042022180822MSMP Mar 2020 _final release.pdf
2022,Iron Ore,Odisha,507.0,1007402.0,04042022180822MSMP Mar 2020 _final release.pdf
2022,Iron Ore,Rajasthan,953.0,3847749.0,04042022180822MSMP Mar 2020 _final release.pdf
2022,Limestone,Andhra Pradesh,48295.0,10227864.0,04042022180822MSMP Mar 2020 _final release.pdf
2022,Limestone,Chhattisgarh,42398.0,9663426.0,04042022180822MSMP Mar 2020 _final release.pdf
2022,Limestone,Gujarat,26651.0,5662241.0,04042022180822MSMP Mar 2020 _final release.pdf
2022,Limestone,Jharkhand,327070.0,1248.0,04042022180822MSMP Mar 2020 _final release.pdf
2022,Limestone,Karnataka,5965418.0,34378.0,04042022180822MSMP Mar 2020 _final release.pdf
2022,Limestone,Madhya Pradesh,11380798.0,50102.0,04042022180822MSMP Mar 2020 _final release.pdf
2022,Limestone,Maharashtra,3385790.0,14991.0,04042022180822MSMP Mar 2020 _final release.pdf
2022,Limestone,Odisha,1808905.0,5289.0,04042022180822MSMP Mar 2020 _final release.pdf
2022,Limestone,Rajasthan,17547327.0,76567.0,04042022180822MSMP Mar 2020 _final release.pdf
2022,Limestone,Tamil Nadu,6370759.0,23864.0,04042022180822MSMP Mar 2020 _final release.pdf
2022,Limestone,Karnataka,3538.0,10699.0,04042022180822MSMP Mar 2020 _final release.pdf
2022,Limestone,Karnataka,9108.0,56368.0,04042022180822MSMP Mar 2020 _final release.pdf
2022,Limestone,Tamil Nadu,50644.0,198355.0,04042022180822MSMP Mar 2020 _final release.pdf
2022,Limestone,Gujarat,1794940.0,324720.0,04042022180822MSMP Mar 2020 _final release.pdf
2022,Limestone,Tamil Nadu,95368.0,24700.0,04042022180822MSMP Mar 2020 _final release.pdf
2022,Limestone,Chhattisgarh,14805.0,4145.0,04042022180822MSMP Mar 2020 _final release.pdf
2022,Limestone,Rajasthan,2906.0,5812.0,04042022180822MSMP Mar 2020 _final release.pdf
2022,Limestone,Rajasthan,80237.0,50206.0,04042022180822MSMP Mar 2020 _final release.pdf
2022,Limestone,Gujarat,91962.0,0.0,04042022180822MSMP Mar 2020 _final release.pdf
2022,Limestone,Maharashtra,46967.0,0.0,04042022180822MSMP Mar 2020 _final release.pdf
2022,Limestone,Odisha,239344.0,0.0,04042022180822MSMP Mar 2020 _final release.pdf
2022,Limestone,Andhra Pradesh,2286.0,1372.0,04042022180822MSMP Mar 2020 _final release.pdf
2022,Limestone,Tamil Nadu,706.0,2337.0,04042022180822MSMP Mar 2020 _final release.pdf
2022,Limestone,Rajasthan,184063.0,172013.0,04042022180822MSMP Mar 2020 _final release.pdf
2022,Limestone,Chhattisgarh,2510.0,2817.0,04042022180822MSMP Mar 2020 _final release.pdf
2022,Limestone,Jharkhand,200.0,185.0,04042022180822MSMP Mar 2020 _final release.pdf
2022,Limestone,Karnataka,921.0,1522.0,04042022180822MSMP Mar 2020 _final release.pdf
2022,Limestone,Odisha,9868.0,12729.0,04042022180822MSMP Mar 2020 _final release.pdf
2022,Limestone,Rajasthan,43.0,28.0,04042022180822MSMP Mar 2020 _final release.pdf
2022,Limestone,Rajasthan,92.0,82.0,02102022164140MSMP_Mar_21_advance release.pdf
2022,Limestone,Karnataka,12.6,87.0,02102022164140MSMP_Mar_21_advance release.pdf
2022,Limestone,Andhra Pradesh,10029334.0,10941164.0,02102022164140MSMP_Mar_21_advance release.pdf
2022,Limestone,Chhattisgarh,144405882.0,110977875.0,02102022164140MSMP_Mar_21_advance release.pdf
2022,Limestone,Gujarat,6432943.0,6962903.0,02102022164140MSMP_Mar_21_advance release.pdf
2022,Limestone,Andhra Pradesh,1262375.0,1672502.0,02102022164140MSMP_Mar_21_advance release.pdf
2022,Limestone,Chhattisgarh,134983729.0,100773037.0,02102022164140MSMP_Mar_21_advance release.pdf
2022,Limestone,Gujarat,1196637.0,1439889.0,02102022164140MSMP_Mar_21_advance release.pdf
2022,Limestone,Andhra Pradesh,8766959.0,9268662.0,02102022164140MSMP_Mar_21_advance release.pdf
2022,Limestone,Chhattisgarh,9422153.0,10204838.0,02102022164140MSMP_Mar_21_advance release.pdf
2022,Limestone,Gujarat,5236306.0,5523014.0,02102022164140MSMP_Mar_21_advance release.pdf
2022,Limestone,Tamil Nadu,5913155.0,7469066.0,02102022164140MSMP_Mar_21_advance release.pdf
2022,Limestone,Chhattisgarh,158409.0,157745.0,02102022164140MSMP_Mar_21_advance release.pdf
2022,Limestone,Jharkhand,119296.0,131763.0,02102022164140MSMP_Mar_21_advance release.pdf
2022,Limestone,Madhya Pradesh,132531.0,125726.0,02102022164140MSMP_Mar_21_advance release.pdf
2022,Limestone,Maharashtra,47435.0,54746.0,02102022164140MSMP_Mar_21_advance release.pdf
2022,Limestone,Odisha,154150.0,143016.0,02102022164140MSMP_Mar_21_advance release.pdf
2022,Limestone,Gujarat,9533.0,10357.0,02102022164140MSMP_Mar_21_advance release.pdf
2022,Limestone,Rajasthan,9056.0,8223.0,02102022164140MSMP_Mar_21_advance release.pdf
2022,Limestone,Tamil Nadu,18026.0,23516.0,02102022164140MSMP_Mar_21_advance release.pdf
2022,Limestone,Andhra Pradesh,827.0,912.0,02102022164140MSMP_Mar_21_advance release.pdf
2022,Limestone,Gujarat,1138.0,1342.0,02102022164140MSMP_Mar_21_advance release.pdf
2022,Limestone,Madhya Pradesh,334.0,345.0,02102022164140MSMP_Mar_21_advance release.pdf
2022,Limestone,Rajasthan,2040.0,1883.0,02102022164140MSMP_Mar_21_advance release.pdf
2022,Limestone,Tamil Nadu,911.0,1097.0,02102022164140MSMP_Mar_21_advance release.pdf
2022,Limestone,Andhra Pradesh,195.0,244.0,02102022164140MSMP_Mar_21_advance release.pdf
2022,Limestone,Gujarat,4651.0,4707.0,02102022164140MSMP_Mar_21_advance release.pdf
2022,Limestone,Rajasthan,5891.0,6652.0,02102022164140MSMP_Mar_21_advance release.pdf
2022,Limestone,Tamil Nadu,410.0,416.0,02102022164140MSMP_Mar_21_advance release.pdf
2022,Iron Ore,Andhra Pradesh,825.0,613393.0,02102022164140MSMP_Mar_21_advance release.pdf
2022,Iron Ore,Chhattisgarh,34728.0,99153323.0,02102022164140MSMP_Mar_21_advance release.pdf
2022,Iron Ore,Jharkhand,25694610.0,25015.0,02102022164140MSMP_Mar_21_advance release.pdf
2022,Iron Ore,Karnataka,85430466.0,31392.0,02102022164140MSMP_Mar_21_advance release.pdf
2022,Iron Ore,Madhya Pradesh,2165967.0,3343.0,02102022164140MSMP_Mar_21_advance release.pdf
2022,Iron Ore,Maharashtra,1680086.0,1131.0,02102022164140MSMP_Mar_21_advance release.pdf
2022,Iron Ore,Odisha,240326857.0,146637.0,02102022164140MSMP_Mar_21_advance release.pdf
2022,Iron Ore,Rajasthan,3982372.0,1012.0,02102022164140MSMP_Mar_21_advance release.pdf
2022,Iron Ore,Andhra Pradesh,508.0,424030.0,02102022164140MSMP_Mar_21_advance release.pdf
2022,Iron Ore,Chhattisgarh,12191.0,38230890.0,02102022164140MSMP_Mar_21_advance release.pdf
2022,Iron Ore,Jharkhand,6689282.0,6954.0,02102022164140MSMP_Mar_21_advance release.pdf
2022,Iron Ore,Karnataka,32995840.0,9248.0,02102022164140MSMP_Mar_21_advance release.pdf
2022,Iron Ore,Madhya Pradesh,1467.0,687760.0,02102022164140MSMP_Mar_21_advance release.pdf
2022,Iron Ore,Maharashtra,93.0,197711.0,02102022164140MSMP_Mar_21_advance release.pdf
2022,Iron Ore,Odisha,45363.0,121484813.0,02102022164140MSMP_Mar_21_advance release.pdf
2022,Iron Ore,Rajasthan,188.0,51060.0,02102022164140MSMP_Mar_21_advance release.pdf
2022,Iron Ore,Andhra Pradesh,317.0,189363.0,02102022164140MSMP_Mar_21_advance release.pdf
2022,Iron Ore,Chhattisgarh,22537.0,60922433.0,02102022164140MSMP_Mar_21_advance release.pdf
2022,Iron Ore,Jharkhand,19005328.0,18061.0,02102022164140MSMP_Mar_21_advance release.pdf
2022,Iron Ore,Karnataka,52434626.0,22144.0,02102022164140MSMP_Mar_21_advance release.pdf
2022,Iron Ore,Madhya Pradesh,1695268.0,1876.0,02102022164140MSMP_Mar_21_advance release.pdf
2022,Iron Ore,Maharashtra,1411902.0,1038.0,02102022164140MSMP_Mar_21_advance release.pdf
2022,Iron Ore,Odisha,143490894.0,100916.0,02102022164140MSMP_Mar_21_advance release.pdf
2022,Iron Ore,Rajasthan,1.0,908.0,02102022164140MSMP_Mar_21_advance release.pdf
2022,Iron Ore,Odisha,358.0,700828.0,02102022164140MSMP_Mar_21_advance release.pdf
2022,Iron Ore,Rajasthan,824.0,3625890.0,02102022164140MSMP_Mar_21_advance release.pdf
2022,Limestone,Andhra Pradesh,42532.0,9267248.0,02102022164140MSMP_Mar_21_advance release.pdf
2022,Limestone,Chhattisgarh,42699.0,10200663.0,02102022164140MSMP_Mar_21_advance release.pdf
2022,Limestone,Gujarat,22868.0,5204303.0,02102022164140MSMP_Mar_21_advance release.pdf
2022,Limestone,Jharkhand,157084.0,785.0,02102022164140MSMP_Mar_21_advance release.pdf
2022,Limestone,Karnataka,5965087.0,34165.0,02102022164140MSMP_Mar_21_advance release.pdf
2022,Limestone,Madhya Pradesh,11824339.0,47118.0,02102022164140MSMP_Mar_21_advance release.pdf
2022,Limestone,Maharashtra,3341414.0,14614.0,02102022164140MSMP_Mar_21_advance release.pdf
2022,Limestone,Odisha,2234688.0,5627.0,02102022164140MSMP_Mar_21_advance release.pdf
2022,Limestone,Rajasthan,18357853.0,72390.0,02102022164140MSMP_Mar_21_advance release.pdf
2022,Limestone,Tamil Nadu,5531065.0,24461.0,02102022164140MSMP_Mar_21_advance release.pdf
2022,Limestone,Karnataka,1017.0,3051.0,02102022164140MSMP_Mar_21_advance release.pdf
2022,Limestone,Karnataka,7198.0,48309.0,02102022164140MSMP_Mar_21_advance release.pdf
2022,Limestone,Tamil Nadu,51147.0,222293.0,02102022164140MSMP_Mar_21_advance release.pdf
2022,Limestone,Gujarat,1646104.0,318711.0,02102022164140MSMP_Mar_21_advance release.pdf
2022,Limestone,Tamil Nadu,502750.0,93752.0,02102022164140MSMP_Mar_21_advance release.pdf
2022,Limestone,Chhattisgarh,12905.0,3766.0,02102022164140MSMP_Mar_21_advance release.pdf
2022,Limestone,Rajasthan,2154.0,4206.0,02102022164140MSMP_Mar_21_advance release.pdf
2022,Limestone,Rajasthan,19367.0,11710.0,02102022164140MSMP_Mar_21_advance release.pdf
2022,Limestone,Gujarat,97107.0,0.0,02102022164140MSMP_Mar_21_advance release.pdf
2022,Limestone,Maharashtra,55659.0,0.0,02102022164140MSMP_Mar_21_advance release.pdf
2022,Limestone,Odisha,253697.0,0.0,02102022164140MSMP_Mar_21_advance release.pdf
2022,Limestone,Andhra Pradesh,2190.0,1414.0,02102022164140MSMP_Mar_21_advance release.pdf
2022,Limestone,Tamil Nadu,584.0,1933.0,02102022164140MSMP_Mar_21_advance release.pdf
2022,Limestone,Rajasthan,124757.0,139695.0,02102022164140MSMP_Mar_21_advance release.pdf
2022,Limestone,Chhattisgarh,3886.0,3104.0,02102022164140MSMP_Mar_21_advance release.pdf
2022,Limestone,Jharkhand,12.0,0.0,02102022164140MSMP_Mar_21_advance release.pdf
2022,Limestone,Karnataka,2175.0,2550.0,02102022164140MSMP_Mar_21_advance release.pdf
2022,Limestone,Maharashtra,333.0,216.0,02102022164140MSMP_Mar_21_advance release.pdf
2022,Limestone,Odisha,7278.0,6921.0,02102022164140MSMP_Mar_21_advance release.pdf
2022,Limestone,Rajasthan,16.0,14.0,02102022164140MSMP_Mar_21_advance release.pdf
2022,Limestone,Rajasthan,90.0,86.0,1681803787643e4a0bc1284MSMP_March_2022_FINAL_REV.pdf
2022,Limestone,Karnataka,13.2,89.0,1681803787643e4a0bc1284MSMP_March_2022_FINAL_REV.pdf
2022,Limestone,Andhra Pradesh,11818506.0,9794472.0,1681803787643e4a0bc1284MSMP_March_2022_FINAL_REV.pdf
2022,Limestone,Chhattisgarh,230232152.0,143109353.0,1681803787643e4a0bc1284MSMP_March_2022_FINAL_REV.pdf
2022,Limestone,Gujarat,6776292.0,6522950.0,1681803787643e4a0bc1284MSMP_March_2022_FINAL_REV.pdf
2022,Limestone,Jharkhand,57898729.0,30444062.0,1681803787643e4a0bc1284MSMP_March_2022_FINAL_REV.pdf
2022,Limestone,Karnataka,175715632.0,108321752.0,1681803787643e4a0bc1284MSMP_March_2022_FINAL_REV.pdf
2022,Limestone,Madhya Pradesh,32392633.0,26568178.0,1681803787643e4a0bc1284MSMP_March_2022_FINAL_REV.pdf
2022,Limestone,Maharashtra,19196909.0,12050858.0,1681803787643e4a0bc1284MSMP_March_2022_FINAL_REV.pdf
2022,Limestone,Odisha,585505027.0,300435696.0,1681803787643e4a0bc1284MSMP_March_2022_FINAL_REV.pdf
2022,Limestone,Rajasthan,187238619.0,157310470.0,1681803787643e4a0bc1284MSMP_March_2022_FINAL_REV.pdf
2022,Limestone,Tamil Nadu,6843868.0,6248937.0,1681803787643e4a0bc1284MSMP_March_2022_FINAL_REV.pdf
2022,Limestone,Andhra Pradesh,1372608.0,1108854.0,1681803787643e4a0bc1284MSMP_March_2022_FINAL_REV.pdf
2022,Limestone,Chhattisgarh,219217110.0,132963188.0,1681803787643e4a0bc1284MSMP_March_2022_FINAL_REV.pdf
2022,Limestone,Gujarat,1683681.0,1198490.0,1681803787643e4a0bc1284MSMP_March_2022_FINAL_REV.pdf
2022,Limestone,Jharkhand,57858284.0,30204748.0,1681803787643e4a0bc1284MSMP_March_2022_FINAL_REV.pdf
2022,Limestone,Karnataka,168044840.0,102180049.0,1681803787643e4a0bc1284MSMP_March_2022_FINAL_REV.pdf
2022,Limestone,Madhya Pradesh,17480632.0,13448866.0,1681803787643e4a0bc1284MSMP_March_2022_FINAL_REV.pdf
2022,Limestone,Maharashtra,15307311.0,8550934.0,1681803787643e4a0bc1284MSMP_March_2022_FINAL_REV.pdf
2022,Limestone,Odisha,583030671.0,298270483.0,1681803787643e4a0bc1284MSMP_March_2022_FINAL_REV.pdf
2022,Limestone,Rajasthan,157361601.0,133094354.0,1681803787643e4a0bc1284MSMP_March_2022_FINAL_REV.pdf
2022,Limestone,Andhra Pradesh,10445898.0,8685618.0,1681803787643e4a0bc1284MSMP_March_2022_FINAL_REV.pdf
2022,Limestone,Chhattisgarh,11015042.0,10146165.0,1681803787643e4a0bc1284MSMP_March_2022_FINAL_REV.pdf
2022,Limestone,Gujarat,5092611.0,5324460.0,1681803787643e4a0bc1284MSMP_March_2022_FINAL_REV.pdf
2022,Limestone,Jharkhand,40445.0,239314.0,1681803787643e4a0bc1284MSMP_March_2022_FINAL_REV.pdf
2022,Limestone,Karnataka,7670792.0,6141703.0,1681803787643e4a0bc1284MSMP_March_2022_FINAL_REV.pdf
2022,Limestone,Madhya Pradesh,14912001.0,13119312.0,1681803787643e4a0bc1284MSMP_March_2022_FINAL_REV.pdf
2022,Limestone,Maharashtra,3889598.0,3499924.0,1681803787643e4a0bc1284MSMP_March_2022_FINAL_REV.pdf
2022,Limestone,Odisha,2474356.0,2165213.0,1681803787643e4a0bc1284MSMP_March_2022_FINAL_REV.pdf
2022,Limestone,Rajasthan,29877018.0,24216116.0,1681803787643e4a0bc1284MSMP_March_2022_FINAL_REV.pdf
2022,Limestone,Chhattisgarh,154120.0,158410.0,1681803787643e4a0bc1284MSMP_March_2022_FINAL_REV.pdf
2022,Limestone,Jharkhand,130104.0,119295.0,1681803787643e4a0bc1284MSMP_March_2022_FINAL_REV.pdf
2022,Limestone,Odisha,185069.0,154151.0,1681803787643e4a0bc1284MSMP_March_2022_FINAL_REV.pdf
2022,Limestone,Gujarat,13330.0,10813.0,1681803787643e4a0bc1284MSMP_March_2022_FINAL_REV.pdf
2022,Limestone,Rajasthan,10525.0,9056.0,1681803787643e4a0bc1284MSMP_March_2022_FINAL_REV.pdf
2022,Limestone,Tamil Nadu,23635.0,18026.0,1681803787643e4a0bc1284MSMP_March_2022_FINAL_REV.pdf
2022,Limestone,Andhra Pradesh,809.0,828.0,1681803787643e4a0bc1284MSMP_March_2022_FINAL_REV.pdf
2022,Limestone,Gujarat,1017.0,1138.0,1681803787643e4a0bc1284MSMP_March_2022_FINAL_REV.pdf
2022,Limestone,Madhya Pradesh,290.0,334.0,1681803787643e4a0bc1284MSMP_March_2022_FINAL_REV.pdf
2022,Limestone,Rajasthan,2619.0,2040.0,1681803787643e4a0bc1284MSMP_March_2022_FINAL_REV.pdf
2022,Limestone,Tamil Nadu,1067.0,911.0,1681803787643e4a0bc1284MSMP_March_2022_FINAL_REV.pdf
2022,Limestone,Andhra Pradesh,202.0,195.0,1681803787643e4a0bc1284MSMP_March_2022_FINAL_REV.pdf
2022,Limestone,Gujarat,4626.0,4651.0,1681803787643e4a0bc1284MSMP_March_2022_FINAL_REV.pdf
2022,Limestone,Rajasthan,5888.0,5891.0,1681803787643e4a0bc1284MSMP_March_2022_FINAL_REV.pdf
2022,Limestone,Tamil Nadu,367.0,410.0,1681803787643e4a0bc1284MSMP_March_2022_FINAL_REV.pdf
2022,Iron Ore,Andhra Pradesh,349.0,260233.0,1681803787643e4a0bc1284MSMP_March_2022_FINAL_REV.pdf
2022,Iron Ore,Chhattisgarh,36839.0,132201316.0,1681803787643e4a0bc1284MSMP_March_2022_FINAL_REV.pdf
2022,Iron Ore,Jharkhand,21434.0,28520399.0,1681803787643e4a0bc1284MSMP_March_2022_FINAL_REV.pdf
2022,Iron Ore,Karnataka,34500.0,94390860.0,1681803787643e4a0bc1284MSMP_March_2022_FINAL_REV.pdf
2022,Iron Ore,Madhya Pradesh,4094.0,2146870.0,1681803787643e4a0bc1284MSMP_March_2022_FINAL_REV.pdf
2022,Iron Ore,Maharashtra,1249.0,1732866.0,1681803787643e4a0bc1284MSMP_March_2022_FINAL_REV.pdf
2022,Iron Ore,Odisha,104485.0,262035370.0,1681803787643e4a0bc1284MSMP_March_2022_FINAL_REV.pdf
2022,Iron Ore,Rajasthan,1088.0,5106818.0,1681803787643e4a0bc1284MSMP_March_2022_FINAL_REV.pdf
2022,Iron Ore,Andhra Pradesh,213.0,181601.0,1681803787643e4a0bc1284MSMP_March_2022_FINAL_REV.pdf
2022,Iron Ore,Chhattisgarh,12710.0,52033594.0,1681803787643e4a0bc1284MSMP_March_2022_FINAL_REV.pdf
2022,Iron Ore,Jharkhand,4827.0,7279890.0,1681803787643e4a0bc1284MSMP_March_2022_FINAL_REV.pdf
2022,Iron Ore,Karnataka,10108.0,36892352.0,1681803787643e4a0bc1284MSMP_March_2022_FINAL_REV.pdf
2022,Iron Ore,Madhya Pradesh,859.0,463231.0,1681803787643e4a0bc1284MSMP_March_2022_FINAL_REV.pdf
2022,Iron Ore,Maharashtra,113.0,253928.0,1681803787643e4a0bc1284MSMP_March_2022_FINAL_REV.pdf
2022,Iron Ore,Odisha,32699.0,101296238.0,1681803787643e4a0bc1284MSMP_March_2022_FINAL_REV.pdf
2022,Iron Ore,Rajasthan,57.0,28992.0,1681803787643e4a0bc1284MSMP_March_2022_FINAL_REV.pdf
2022,Iron Ore,Andhra Pradesh,136.0,78632.0,1681803787643e4a0bc1284MSMP_March_2022_FINAL_REV.pdf
2022,Iron Ore,Chhattisgarh,24129.0,80167722.0,1681803787643e4a0bc1284MSMP_March_2022_FINAL_REV.pdf
2022,Iron Ore,Jharkhand,16607.0,21240509.0,1681803787643e4a0bc1284MSMP_March_2022_FINAL_REV.pdf
2022,Iron Ore,Karnataka,24392.0,57498508.0,1681803787643e4a0bc1284MSMP_March_2022_FINAL_REV.pdf
2022,Iron Ore,Madhya Pradesh,3235.0,1683140.0,1681803787643e4a0bc1284MSMP_March_2022_FINAL_REV.pdf
2022,Iron Ore,Maharashtra,1136.0,1478938.0,1681803787643e4a0bc1284MSMP_March_2022_FINAL_REV.pdf
2022,Iron Ore,Odisha,71626.0,160300893.0,1681803787643e4a0bc1284MSMP_March_2022_FINAL_REV.pdf
2022,Iron Ore,Odisha,160.0,438239.0,1681803787643e4a0bc1284MSMP_March_2022_FINAL_REV.pdf
2022,Iron Ore,Rajasthan,1030.0,5076666.0,1681803787643e4a0bc1284MSMP_March_2022_FINAL_REV.pdf
2022,Limestone,Andhra Pradesh,41148.0,8685149.0,1681803787643e4a0bc1284MSMP_March_2022_FINAL_REV.pdf
2022,Limestone,Chhattisgarh,40378.0,10139974.0,1681803787643e4a0bc1284MSMP_March_2022_FINAL_REV.pdf
2022,Limestone,Gujarat,22227.0,5080904.0,1681803787643e4a0bc1284MSMP_March_2022_FINAL_REV.pdf
2022,Limestone,Jharkhand,324.0,233245.0,1681803787643e4a0bc1284MSMP_March_2022_FINAL_REV.pdf
2022,Limestone,Karnataka,33188.0,6095069.0,1681803787643e4a0bc1284MSMP_March_2022_FINAL_REV.pdf
2022,Limestone,Madhya Pradesh,46099.0,12879609.0,1681803787643e4a0bc1284MSMP_March_2022_FINAL_REV.pdf
2022,Limestone,Maharashtra,13943.0,3476065.0,1681803787643e4a0bc1284MSMP_March_2022_FINAL_REV.pdf
2022,Limestone,Odisha,7186.0,2118507.0,1681803787643e4a0bc1284MSMP_March_2022_FINAL_REV.pdf
2022,Limestone,Rajasthan,74266.0,19449722.0,1681803787643e4a0bc1284MSMP_March_2022_FINAL_REV.pdf
2022,Limestone,Tamil Nadu,21144.0,5813723.0,1681803787643e4a0bc1284MSMP_March_2022_FINAL_REV.pdf
2022,Limestone,Karnataka,6611.0,39237.0,1681803787643e4a0bc1284MSMP_March_2022_FINAL_REV.pdf
2022,Limestone,Tamil Nadu,43613.0,227494.0,1681803787643e4a0bc1284MSMP_March_2022_FINAL_REV.pdf
2022,Limestone,Gujarat,1300333.0,243556.0,1681803787643e4a0bc1284MSMP_March_2022_FINAL_REV.pdf
2022,Limestone,Tamil Nadu,916081.0,173628.0,1681803787643e4a0bc1284MSMP_March_2022_FINAL_REV.pdf
2022,Limestone,Chhattisgarh,14363.0,4150.0,1681803787643e4a0bc1284MSMP_March_2022_FINAL_REV.pdf
2022,Limestone,Rajasthan,402.0,602.0,1681803787643e4a0bc1284MSMP_March_2022_FINAL_REV.pdf
2022,Limestone,Rajasthan,23823.0,14686.0,1681803787643e4a0bc1284MSMP_March_2022_FINAL_REV.pdf
2022,Limestone,Gujarat,82450.0,0.0,1681803787643e4a0bc1284MSMP_March_2022_FINAL_REV.pdf
2022,Limestone,Maharashtra,41375.0,0.0,1681803787643e4a0bc1284MSMP_March_2022_FINAL_REV.pdf
2022,Limestone,Odisha,209387.0,0.0,1681803787643e4a0bc1284MSMP_March_2022_FINAL_REV.pdf
2022,Limestone,Andhra Pradesh,750.0,469.0,1681803787643e4a0bc1284MSMP_March_2022_FINAL_REV.pdf
2022,Limestone,Tamil Nadu,510.0,1688.0,1681803787643e4a0bc1284MSMP_March_2022_FINAL_REV.pdf
2022,Limestone,Rajasthan,103902.0,122210.0,1681803787643e4a0bc1284MSMP_March_2022_FINAL_REV.pdf
2022,Limestone,Chhattisgarh,3566.0,3193.0,1681803787643e4a0bc1284MSMP_March_2022_FINAL_REV.pdf
2022,Limestone,Jharkhand,11.0,19.0,1681803787643e4a0bc1284MSMP_March_2022_FINAL_REV.pdf
2022,Limestone,Karnataka,2901.0,3090.0,1681803787643e4a0bc1284MSMP_March_2022_FINAL_REV.pdf
2022,Limestone,Maharashtra,411.0,213.0,1681803787643e4a0bc1284MSMP_March_2022_FINAL_REV.pdf
2022,Limestone,Odisha,9748.0,7797.0,1681803787643e4a0bc1284MSMP_March_2022_FINAL_REV.pdf
2022,Limestone,Rajasthan,23.0,17.0,1681803787643e4a0bc1284MSMP_March_2022_FINAL_REV.pdf
2023,Limestone,Rajasthan,98.0,89.0,171385118666274b327d277MSMP_MAR_2023.pdf
2023,Limestone,Chhattisgarh,3980.0,3216.0,171385118666274b327d277MSMP_MAR_2023.pdf
2023,Limestone,Karnataka,3117.0,3119.0,171385118666274b327d277MSMP_MAR_2023.pdf
2023,Limestone,Maharashtra,770.0,138.0,171385118666274b327d277MSMP_MAR_2023.pdf
2023,Limestone,Odisha,10360.0,9394.0,171385118666274b327d277MSMP_MAR_2023.pdf
2023,Limestone,Rajasthan,1.0,1.0,171385118666274b327d277MSMP_MAR_2023.pdf
2024,Limestone,Chhattisgarh,5.9,5.9,172484840966cf1919503a4MSMP_Mar__2024.pdf
2024,Limestone,Andhra Pradesh,14829928.0,13499966.0,172484840966cf1919503a4MSMP_Mar__2024.pdf
2024,Limestone,Chhattisgarh,202471463.0,185112081.0,172484840966cf1919503a4MSMP_Mar__2024.pdf
2024,Limestone,Gujarat,7608609.0,7146276.0,172484840966cf1919503a4MSMP_Mar__2024.pdf
2024,Limestone,Jharkhand,58219591.0,51602914.0,172484840966cf1919503a4MSMP_Mar__2024.pdf
2024,Limestone,Karnataka,158610491.0,133574899.0,172484840966cf1919503a4MSMP_Mar__2024.pdf
2024,Limestone,Madhya Pradesh,38539729.0,33484024.0,172484840966cf1919503a4MSMP_Mar__2024.pdf
2024,Limestone,Maharashtra,55038428.0,33596928.0,172484840966cf1919503a4MSMP_Mar__2024.pdf
2024,Limestone,Odisha,627371011.0,541434632.0,172484840966cf1919503a4MSMP_Mar__2024.pdf
2024,Limestone,Rajasthan,216597143.0,209030877.0,172484840966cf1919503a4MSMP_Mar__2024.pdf
2024,Limestone,Tamil Nadu,8819511.0,8203880.0,172484840966cf1919503a4MSMP_Mar__2024.pdf
2024,Limestone,Andhra Pradesh,1861499.0,1483870.0,172484840966cf1919503a4MSMP_Mar__2024.pdf
2024,Limestone,Chhattisgarh,188441449.0,172114780.0,172484840966cf1919503a4MSMP_Mar__2024.pdf
2024,Limestone,Gujarat,1648656.0,1470136.0,172484840966cf1919503a4MSMP_Mar__2024.pdf
2024,Limestone,Jharkhand,58198671.0,51587516.0,172484840966cf1919503a4MSMP_Mar__2024.pdf
2024,Limestone,Karnataka,150808032.0,125378560.0,172484840966cf1919503a4MSMP_Mar__2024.pdf
2024,Limestone,Madhya Pradesh,19205878.0,15661477.0,172484840966cf1919503a4MSMP_Mar__2024.pdf
2024,Limestone,Maharashtra,50458512.0,29586997.0,172484840966cf1919503a4MSMP_Mar__2024.pdf
2024,Limestone,Odisha,624282655.0,538797947.0,172484840966cf1919503a4MSMP_Mar__2024.pdf
2024,Limestone,Rajasthan,177879795.0,170821231.0,172484840966cf1919503a4MSMP_Mar__2024.pdf
2024,Limestone,Andhra Pradesh,12968429.0,12016096.0,172484840966cf1919503a4MSMP_Mar__2024.pdf
